0,0,42000384
1,0,42418176
2,0,43708416
3,1.5,45174784
4,0,46600192
5,0,47259648
6,0,47312896
7,0,47812608
8,0,49123328
9,0,50520064
10,0,51961856
11,1.6,52027392
12,0,52195328
13,0,52273152
14,0,52326400
15,0,52428800
16,0,53055488
17,0,53145600
18,0,53223424
19,0,53354496
20,0,53440512
21,0,53510144
22,0,53886976
23,1.6,53993472
24,0,54108160
25,0,54177792
26,0,54259712
27,4.6,54337536
28,0,54677504
29,0,54730752
30,0,54845440
31,3.1,54910976
32,0,54935552
33,0,55128064
34,0,55369728
35,0,55451648
36,0,55533568
37,0,55615488
38,0,55791616
39,0,55840768
40,3.1,56115200
41,0,56180736
42,0,56283136
43,0,56442880
44,1.5,56500224
45,0,56672256
46,0,56791040
47,0,56889344
48,1.5,56979456
49,0,57061376
50,0,57155584
51,0,57233408
52,4.7,57987072
53,0,58060800
54,0,58179584
55,0,58212352
56,3.1,58257408
57,0,58298368
58,0,59252736
59,0,60633088
60,4.7,62033920
61,0,63328256
62,0,64847872
63,0,66240512
64,1.6,65937408
65,0,66043904
66,0,66113536
67,0,66019328
68,0,66064384
69,0,66465792
70,0,68018176
71,0,69345280
72,0,70729728
73,3.2,72241152
74,0,73723904
75,0,74366976
76,0,74420224
77,0,74498048
78,0,74551296
79,0,74530816
80,0,74600448
81,1.5,74719232
82,0,74907648
83,0,74985472
84,0,75186176
85,1.5,75264000
86,0,75051008
87,0,75218944
88,0,75280384
89,1.6,75354112
90,0,75440128
91,0,75522048
92,0,75599872
93,6.3,75677696
94,0,75776000
95,0,75935744
96,0,76120064
97,0,76222464
98,0,76652544
99,0,76742656
100,0,76791808
101,0,76869632
102,0,76955648
103,0,77041664
104,0,77131776
105,0,77115392
106,0,77361152
107,0,77438976
108,0,77516800
109,0,77451264
110,3.2,77541376
111,0,77565952
112,0,77643776
113,0,77737984
114,0,77815808
115,0,77885440
116,0,77963264
117,0,78036992
118,1.6,78114816
119,0,78385152
120,0,78467072
121,0,78663680
122,0,78766080
123,1.5,78856192
124,0,78938112
125,0,79024128
126,0,79110144
127,1.6,79196160
128,0,78848000
129,0,78897152
130,0,78950400
131,1.6,79015936
132,0,79065088
133,0,79147008
134,0,79237120
135,0,79314944
136,0,79400960
137,0,79466496
138,0,79564800
139,0,78852096
140,0,78958592
141,0,79085568
142,0,79118336
143,3.1,79159296
144,0,79253504
145,0,79339520
146,0,79548416
147,0,79601664
148,0,79626240
149,0,79708160
150,0,79167488
151,4.7,79261696
152,0,79613952
153,0,79671296
154,0,79736832
155,3.1,79810560
156,0,79884288
157,0,79970304
158,0,80048128
159,0,80109568
160,0,80089088
161,0,80183296
162,0,80257024
163,0,80351232
164,0,80441344
165,0,80490496
166,0,80560128
167,0,80564224
168,1.6,80691200
169,0,80793600
170,0,80732160
171,0,80551936
172,1.6,80658432
173,0,80736256
174,0,80846848
175,3.1,80891904
176,0,81055744
177,0,81129472
178,0,81174528
179,1.5,81350656
180,0,81723392
181,0,81567744
182,0,81674240
183,1.5,81850368
184,0,81829888
185,0,81932288
186,0,82034688
187,3.1,82132992
188,0,82239488
189,0,82300928
190,0,82350080
191,0,82456576
192,0,82563072
193,0,82673664
194,0,82722816
195,4.7,82866176
196,0,82960384
197,0,83070976
198,0,83156992
199,0,83259392
200,0,83120128
201,0,83234816
202,0,83357696
203,3.1,83357696
204,0,83492864
205,0,83603456
206,0,83218432
207,4.7,83312640
208,0,83423232
209,0,83603456
210,4.7,83365888
211,0,83697664
212,0,83775488
213,0,83886080
214,1.6,84000768
215,0,84000768
216,0,83247104
217,0,83365888
218,0,83480576
219,0,83558400
220,0,83689472
221,0,83570688
222,3.1,83693568
223,0,83812352
224,0,83951616
225,0,83664896
226,3.1,84230144
227,0,83783680
228,0,83931136
229,0,84316160
230,1.5,84430848
231,0,84570112
232,0,84471808
233,3.2,84598784
234,0,84721664
235,0,84332544
236,0,84389888
237,1.5,84467712
238,0,84631552
239,0,84762624
240,0,84910080
241,3.1,85012480
242,0,85147648
243,0,85282816
244,1.6,85008384
245,0,85110784
246,0,85180416
247,3.1,85450752
248,0,85475328
249,0,85618688
250,0,85778432
251,3.1,85913600
252,0,86040576
253,0,86065152
254,0,86208512
255,4.7,86368256
256,0,86540288
257,0,86700032
258,3.1,86839296
259,0,86978560
260,0,87089152
261,0,87187456
262,0,86872064
263,0,86990848
264,0,87126016
265,1.6,87244800
266,0,87384064
267,0,87404544
268,0,87539712
269,3.2,87642112
270,0,87789568
271,0,87916544
272,0,88453120
273,4.7,88588288
274,0,88723456
275,0,88850432
276,1.6,88952832
277,0,89047040
278,0,89587712
279,1.6,89817088
280,0,87748608
281,0,87863296
282,0,87986176
283,1.6,88174592
284,0,88297472
285,0,88424448
286,0,88567808
287,1.6,88719360
288,0,88825856
289,0,89915392
290,1.6,87490560
291,0,87617536
292,0,87781376
293,0,87928832
294,3.1,88084480
295,0,88195072
296,0,88334336
297,0,88440832
298,0,88580096
299,0,87502848
300,0,87691264
301,0,89702400
302,0,89763840
303,1.5,89890816
304,0,90030080
305,0,90259456
306,0,90324992
307,1.6,90394624
308,0,87863296
309,0,89169920
310,0,89309184
311,4.7,89460736
312,0,89600000
313,0,89686016
314,0,89808896
315,6.2,90525696
316,0,90591232
317,0,88444928
318,0,88588288
319,1.5,88756224
320,0,89276416
321,0,89419776
322,0,89563136
323,4.6,89276416
324,0,89432064
325,0,89092096
326,0,89210880
327,0,89362432
328,0,89640960
329,0,89829376
330,3.1,90009600
331,0,90288128
332,0,90370048
333,0,90501120
334,1.6,89755648
335,0,89681920
336,0,90722304
337,0,90886144
338,1.6,91242496
339,0,91377664
340,0,91529216
341,0,91701248
342,1.6,91942912
343,0,90722304
344,0,90902528
345,0,91099136
346,3,91299840
347,0,91508736
348,0,91914240
349,0,92024832
350,3.1,92205056
351,0,91578368
352,0,91738112
353,0,91938816
354,10.9,92205056
355,0,92233728
356,0,92340224
357,0,91848704
358,0,92065792
359,0,92106752
360,0,93741056
361,0,93859840
362,1.5,94195712
363,0,91697152
364,0,92057600
365,0,92233728
366,1.6,92368896
367,0,92557312
368,0,92721152
369,0,92872704
370,6.3,93786112
371,0,92229632
372,0,92413952
373,0,93585408
374,0,93646848
375,0,93851648
376,0,93974528
377,0,94056448
378,3.2,94138368
379,0,92864512
380,0,93061120
381,0,93921280
382,1.5,94048256
383,0,94224384
384,0,94347264
385,0,94371840
386,0,95297536
387,3.2,96026624
388,0,96083968
389,0,96284672
390,0,96333824
391,0,96346112
392,0,96354304
393,0,96706560
394,0,95125504
395,1.5,95240192
396,0,95457280
397,0,95596544
398,0,95793152
399,1.6,96403456
400,0,96428032
401,0,96862208
402,0,97513472
403,0,97800192
404,0,97808384
405,0,97812480
406,0,97820672
407,0,97890304
408,3.1,98906112
409,0,98906112
410,0,96505856
411,0,96608256
412,3.2,96776192
413,0,96944128
414,0,97153024
415,0,97353728
416,3.1,97456128
417,0,97550336
418,0,98140160
419,0,98168832
420,1.5,98881536
421,0,98963456
422,0,96456704
423,0,96661504
424,3,96858112
425,0,97050624
426,0,97214464
427,0,98377728
428,0,98447360
429,0,98799616
430,0,98856960
431,0,99446784
432,0,99475456
433,0,99667968
434,0,99680256
435,0,99684352
436,0,99741696
437,0,96219136
438,0,98037760
439,0,98197504
440,0,98357248
441,1.5,98500608
442,0,98643968
443,0,98729984
444,0,99442688
445,0,96894976
446,1.5,98136064
447,0,98312192
448,0,98500608
449,0,98689024
450,4.6,98856960
451,0,99020800
452,0,99061760
453,0,99708928
454,1.5,99729408
455,0,99786752
456,0,100003840
457,0,100007936
458,3.1,100093952
459,0,100151296
460,0,98291712
461,0,98459648
462,0,98979840
463,3.2,99192832
464,0,99418112
465,0,99729408
466,0,99942400
467,0,100024320
468,0,98717696
469,0,98934784
470,0,99160064
471,4.7,99397632
472,0,99635200
473,0,99856384
474,0,100057088
475,3.1,100913152
476,0,101498880
477,0,101548032
478,0,101580800
479,1.5,101654528
480,0,101748736
481,0,101814272
482,0,101879808
483,0,102490112
484,1.6,102498304
485,0,102510592
486,0,102592512
487,0,102649856
488,1.6,102690816
489,0,102731776
490,0,102797312
491,0,100642816
492,3.2,101470208
493,0,101654528
494,0,101793792
495,0,101748736
496,3.2,101851136
497,0,101965824
498,0,102072320
499,0,102211584
500,1.6,102350848
501,0,102498304
502,0,102592512
503,0,102608896
504,0,102621184
505,1.6,102629376
506,0,102641664
507,0,102678528
508,0,102707200
509,3.2,103714816
510,0,103735296
511,0,103845888
512,0,103854080
513,1.5,103858176
514,0,103903232
515,0,103911424
516,0,103915520
517,4.7,104013824
518,0,100143104
519,0,101711872
520,0,102895616
521,4.7,102866944
522,0,102924288
523,0,103043072
524,0,103055360
525,6.2,103665664
526,0,103976960
527,0,104009728
528,0,104013824
529,0,104030208
530,0,104038400
531,0,104079360
532,0,104157184
533,4.6,104734720
534,0,104734720
535,0,105144320
536,0,105144320
537,3.1,105144320
538,0,105177088
539,0,105218048
540,0,105926656
541,0,105930752
542,1.5,105938944
543,0,105947136
544,0,105947136
545,0,106029056
546,3.2,106065920
547,0,102608896
548,0,103317504
549,0,103559168
550,1.5,103817216
551,0,104054784
552,0,104296448
553,0,104452096
554,4.7,105291776
555,0,105340928
556,0,105381888
557,0,105406464
558,0,105463808
559,3.1,105492480
560,0,105631744
561,0,106586112
562,0,106958848
563,9.3,107020288
564,0,107085824
565,0,107175936
566,0,107307008
567,3.2,107425792
568,0,107536384
569,0,107622400
570,0,103727104
571,1.6,103997440
572,0,104271872
573,0,104525824
574,0,104808448
575,0,105074688
576,1.6,105349120
577,0,106020864
578,0,107450368
579,0,107532288
580,3,107630592
581,0,107659264
582,0,107868160
583,0,107995136
584,1.5,108064768
585,0,108597248
586,0,108642304
587,0,108642304
588,0,108646400
589,0,108658688
590,0,109068288
591,0,109719552
592,0,109719552
593,3.2,109727744
594,0,109772800
595,0,109817856
596,0,109817856
597,3.1,109867008
598,0,105811968
599,0,106328064
600,0,106598400
601,3.2,106905600
602,0,107159552
603,0,107388928
604,0,107614208
605,1.6,108232704
606,0,108273664
607,0,108355584
608,0,108453888
609,0,108486656
610,4.7,108630016
611,0,108855296
612,0,109490176
613,0,109936640
