# of clients,CPU usage (%),Memory usage (bytes)
1591,0,167182336
1592,0,167182336
1593,0,167186432
1594,4.7,167190528
1595,0,167211008
1596,0,167223296
1597,0,167243776
1598,0,164261888
1599,4.7,164556800
1600,0,164855808
1601,0,165122048
1602,0,165400576
1603,0,165699584
1604,0,167493632
1605,0,167493632
1606,0,167731200
1607,1.5,167739392
1608,0,167763968
1609,10.9,166842368
1610,0,167022592
1611,0,167059456
1612,0,165429248
1613,0,165732352
1614,0,166019072
1615,0,166313984
1616,0,165040128
1617,0,165310464
1618,0,165572608
1619,4.7,165847040
1620,0,166117376
1621,0,166395904
1622,0,166658048
1623,3.1,165154816
1624,0,165421056
1625,0,165691392
1626,0,165961728
1627,0,166236160
1628,0,166518784
1629,0,166785024
1630,0,167497728
1631,4.7,167501824
1632,0,167505920
1633,0,167505920
1634,0,167505920
1635,3.2,167649280
1636,0,167919616
1637,0,168517632
1638,0,168517632
1639,3.1,168538112
1640,0,168546304
1641,0,168562688
1642,0,168583168
1643,0,169271296
1644,0,169271296
1645,0,169271296
1646,0,169496576
1647,0,170606592
1648,1.6,170766336
1649,0,170864640
1650,0,167964672
1651,1.6,168251392
1652,0,168513536
1653,0,168787968
1654,0,169066496
1655,0,169340928
1656,0,169631744
1657,0,170430464
1658,0,170430464
1659,0,170450944
1660,1.5,170467328
1661,0,170479616
1662,0,170504192
1663,3.2,171233280
1664,0,171237376
1665,0,171245568
1666,0,171245568
1667,6.2,171249664
1668,0,171253760
1669,0,171270144
1670,0,171704320
1671,0,172027904
1672,0,172134400
1673,0,172175360
1674,0,172228608
1675,0,172261376
1676,0,172318720
1677,0,169410560
1678,0,169766912
1679,4.7,170074112
1680,0,170377216
1681,0,171945984
1682,0,171970560
1683,1.6,172249088
1684,0,173043712
1685,0,173072384
1686,0,173096960
1687,6.3,173121536
1688,0,173142016
1689,0,173166592
1690,0,173813760
1691,0,173821952
1692,0,173821952
1693,0,173821952
1694,0,173826048
1695,4.7,173838336
1696,0,174469120
1697,0,174428160
1698,0,174428160
1699,0,174428160
1700,0,175022080
1701,0,175042560
1702,0,175067136
1703,0,175091712
1704,0,175718400
1705,0,175722496
1706,4.7,175722496
1707,0,175722496
1708,0,175722496
1709,0,175730688
1710,1.6,172539904
1711,0,172867584
1712,0,173162496
1713,0,173469696
1714,4.7,173772800
1715,0,174067712
1716,0,175357952
1717,0,173744128
1718,4.7,174051328
1719,0,174362624
1720,0,174673920
1721,0,175005696
1722,4.7,175308800
1723,0,176041984
1724,0,176070656
1725,0,176099328
1726,0,176136192
1727,0,176300032
1728,0,176336896
1729,0,176381952
1730,1.5,177029120
1731,0,177029120
1732,0,177029120
1733,0,177045504
1734,4.7,177954816
1735,0,177954816
1736,17.2,174493696
1737,0,174604288
1738,3.2,174702592
1739,0,174731264
1740,0,174866432
1741,1.6,173846528
1742,0,173719552
1743,0,173887488
1744,0,173912064
1745,3.2,173932544
1746,3.1,173957120
1747,0,173957120
1748,0,173961216
1749,1.6,174534656
1750,0,174657536
1751,0,174682112
1752,4.6,174686208
1753,0,174690304
1754,0,174702592
1755,0,174710784
1756,0,175202304
1757,0,175206400
1758,0,175210496
1759,1.6,175222784
1760,0,175239168
1761,0,175247360
1762,0,175702016
1763,3.2,175710208
1764,0,175722496
1765,0,175726592
1766,0,175738880
1767,4.6,175751168
1768,0,176852992
1769,0,176619520
1770,0,176623616
1771,1.6,176689152
1772,0,176701440
1773,0,176705536
1774,0,176955392
1775,0,173600768
1776,0,173821952
1777,0,174125056
1778,0,175149056
1779,3.2,175665152
1780,0,175792128
1781,0,176103424
1782,0,176922624
1783,3.1,176955392
1784,0,176984064
1785,0,177008640
1786,0,177029120
1787,3.1,177037312
1788,0,177844224
1789,0,177991680
1790,0,178102272
1791,0,178184192
1792,0,178245632
1793,0,178274304
1794,0,175230976
1795,1.6,175542272
1796,0,175865856
1797,0,176193536
1798,0,176508928
1799,0,176824320
1800,0,177008640
1801,0,177696768
1802,0,177725440
1803,1.6,177754112
1804,0,177762304
1805,0,177913856
1806,0,178073600
1807,0,178532352
1808,0,178544640
1809,0,178569216
1810,0,178581504
1811,3.2,178597888
1812,0,178614272
1813,0,179150848
1814,0,179548160
1815,1.6,179548160
1816,0,179552256
1817,0,179556352
1818,0,179556352
1819,0,179556352
1820,0,180109312
1821,0,180109312
1822,0,180121600
1823,1.5,180129792
1824,0,180129792
1825,0,180486144
1826,0,180719616
1827,3.1,180719616
1828,0,180723712
1829,0,180731904
1830,0,180875264
1831,6.3,181022720
1832,0,181694464
1833,0,181694464
1834,0,181698560
1835,0,181710848
1836,0,181731328
1837,0,181747712
1838,4.7,181760000
1839,0,179359744
1840,0,179662848
1841,0,179982336
1842,0,180281344
1843,4.6,180576256
1844,0,180740096
1845,0,181628928
1846,0,181657600
1847,4.7,182890496
1848,0,182919168
1849,0,182960128
1850,4.8,182996992
1851,0,183058432
1852,0,183083008
1853,0,183107584
1854,0,183111680
1855,0,183111680
1856,0,183111680
1857,0,183173120
1858,0,180592640
1859,1.5,180899840
1860,0,181211136
1861,0,182534144
1862,0,182673408
1863,7.9,182824960
1864,0,183390208
1865,0,183541760
1866,0,183554048
1867,0,183558144
1868,0,183689216
1869,0,183689216
1870,0,184397824
1871,0,184401920
1872,0,184410112
1873,0,184414208
1874,0,184418304
1875,0,184418304
1876,0,184823808
1877,0,184823808
1878,0,184827904
1879,1.5,184827904
1880,0,184827904
1881,0,184827904
1882,0,184844288
1883,0,185548800
1884,0,185548800
1885,0,185548800
1886,0,185548800
1887,1.6,185565184
1888,0,185712640
1889,0,186122240
1890,0,186122240
1891,0,186134528
1892,0,186155008
1893,0,186220544
1894,0,186249216
1895,0,186281984
1896,0,186331136
1897,0,186363904
1898,0,186388480
1899,0,186433536
1900,0,186494976
1901,0,186519552
1902,0,186540032
1903,0,186683392
1904,0,186691584
1905,0,186699776
1906,4.7,187109376
1907,0,187109376
1908,0,187113472
1909,0,187117568
1910,1.6,187117568
1911,0,187125760
1912,0,187654144
1913,3.1,187658240
1914,0,188076032
1915,0,188080128
1916,1.5,188084224
1917,0,188088320
1918,0,184098816
1919,0,184414208
1920,1.6,184750080
1921,0,185135104
1922,0,185458688
1923,1.6,185778176
1924,0,184909824
1925,0,185229312
1926,1.6,185544704
1927,0,185872384
1928,0,186191872
1929,0,186359808
1930,1.6,186978304
1931,0,186982400
1932,0,186998784
1933,0,187015168
1934,0,188129280
1935,0,188129280
1936,0,188964864
1937,0,188964864
1938,1.6,188964864
1939,0,188964864
1940,0,189067264
1941,0,189067264
1942,4.7,189583360
1943,0,189583360
1944,0,189591552
1945,3.1,189595648
1946,0,189603840
1947,0,189607936
1948,0,189607936
1949,0,190214144
1950,0,190214144
1951,0,190218240
1952,0,190218240
1953,0,190218240
1954,3.1,190226432
1955,0,190885888
1956,0,191053824
1957,1.6,191107072
1958,0,191266816
1959,0,191299584
1960,3.1,191336448
1961,0,191406080
1962,0,191430656
1963,0,192143360
1964,4.7,192147456
1965,0,192151552
1966,0,192155648
1967,0,192585728
1968,1.6,192593920
1969,0,192933888
1970,0,192958464
1971,3.1,192987136
1972,0,193544192
1973,0,193552384
1974,0,193552384
1975,3.1,193552384
1976,0,193552384
1977,0,193843200
1978,0,189173760
1979,0,189493248
1980,0,189816832
1981,0,190140416
1982,0,190464000
1983,0,190795776
1984,0,191619072
1985,3,191688704
1986,0,191848448
1987,0,191868928
1988,1.6,191885312
1989,0,191926272
1990,0,192512000
1991,1.6,192512000
1992,0,193650688
1993,0,193679360
1994,0,193867776
1995,1.5,194793472
1996,0,194793472
1997,0,194793472
1998,0,194793472
1999,4.7,194793472
2000,0,194793472
2001,0,195264512
2002,0,195264512
2003,4.7,195264512
2004,0,195264512
2005,0,190009344
2006,1.5,190398464
2007,0,190746624
2008,0,191082496
2009,0,191414272
2010,0,191754240
2011,0,192053248
2012,0,192065536
2013,0,192532480
2014,4.7,192540672
2015,0,192561152
2016,0,192569344
2017,0,193015808
2018,0,193024000
2019,0,193024000
2020,0,193036288
2021,0,193048576
2022,4.7,193073152
2023,0,193622016
2024,0,193630208
2025,0,193646592
2026,4.7,193667072
2027,0,193683456
2028,0,194445312
2029,0,194498560
2030,3.1,194502656
2031,0,194506752
2032,0,194506752
2033,0,194506752
2034,4.7,192143360
2035,0,192475136
2036,0,192823296
2037,4.7,193163264
2038,0,193499136
2039,0,193826816
2040,0,192372736
2041,1.6,194301952
2042,0,194494464
2043,0,194826240
2044,0,195149824
2045,0,195235840
2046,0,195846144
2047,0,195846144
2048,3.1,195858432
2049,0,196018176
2050,0,196554752
2051,3.2,196931584
2052,0,197230592
2053,0,197255168
2054,3.1,197287936
2055,0,197316608
2056,0,197349376
2057,0,198144000
2058,1.6,198168576
2059,0,198205440
2060,4.7,198258688
2061,0,198279168
2062,18.7,198467584
2063,0,198516736
2064,0,198561792
2065,3.1,198598656
2066,0,198635520
2067,0,198754304
2068,0,198938624
2069,0,198975488
2070,0,199012352
2071,0,199135232
2072,0,199168000
2073,1.6,199196672
2074,0,199733248
2075,0,199733248
2076,0,199733248
2077,4.7,199786496
2078,0,199786496
2079,0,200331264
2080,0,200331264
2081,3.1,200335360
2082,0,200335360
2083,0,200335360
2084,0,200339456
2085,3.1,200847360
2086,0,200847360
2087,0,200847360
2088,0,200847360
2089,0,200847360
2090,0,200855552
2091,0,197312512
2092,0,197656576
2093,0,198000640
2094,0,198336512
2095,0,198516736
2096,0,198852608
2097,3.1,199491584
2098,0,199495680
2099,0,199593984
2100,0,199606272
2101,4.7,199626752
2102,0,200331264
2103,0,201420800
2104,3.2,201703424
2105,0,201703424
2106,0,201703424
2107,0,201715712
2108,3.2,202211328
2109,0,202211328
2110,0,202518528
2111,0,202518528
2112,3.1,202633216
2113,0,202633216
2114,0,203366400
2115,0,203366400
2116,1.6,203366400
2117,0,203366400
2118,0,203366400
2119,0,203366400
2120,14,202846208
2121,0,202846208
2122,0,202854400
2123,3.2,202862592
2124,0,202870784
2125,0,202874880
2126,0,202874880
2127,4.7,202874880
2128,0,202874880
2129,0,202874880
2130,3.1,202870784
2131,0,203386880
2132,0,203378688
2133,3,203378688
2134,0,203378688
2135,0,203382784
2136,4.7,203390976
2137,0,203857920
2138,0,203866112
2139,3.1,203866112
2140,0,203878400
2141,0,203886592
2142,3.1,200564736
2143,0,200753152
2144,0,201093120
2145,3.1,201441280
2146,0,201793536
2147,0,202137600
2148,0,202629120
2149,0,202633216
2150,0,202637312
2151,0,202649600
2152,0,202674176
2153,1.5,203141120
2154,0,203145216
2155,0,203153408
2156,0,203165696
2157,1.5,203182080
2158,0,203198464
2159,0,203862016
2160,0,204021760
2161,0,204021760
2162,0,204054528
2163,0,204066816
2164,14,189853696
2165,0,190103552
2166,0,190459904
2167,3.1,190820352
2168,0,191180800
2169,0,191545344
2170,0,191717376
2171,3.1,191725568
2172,0,191729664
2173,0,191746048
2174,0,191762432
2175,3.1,192405504
2176,0,192405504
2177,0,192413696
2178,0,192425984
2179,1.5,192446464
2180,0,192462848
2181,0,192909312
2182,6.3,192921600
2183,0,192954368
2184,0,192974848
2185,6.3,193011712
2186,0,193339392
2187,0,193363968
2188,0,193376256
2189,6.3,193396736
2190,0,193425408
2191,0,193458176
2192,3.1,194338816
2193,0,194347008
2194,0,194363392
2195,0,194387968
2196,1.6,194400256
2197,0,194408448
2198,0,194752512
2199,4.8,194756608
2200,0,194760704
2201,0,194781184
2202,0,194801664
2203,4.7,195264512
2204,0,195264512
2205,0,195276800
2206,0,195293184
2207,1.6,195321856
2208,0,195342336
2209,0,193097728
2210,0,193449984
2211,1.6,193814528
2212,0,195596288
2213,0,195964928
2214,0,196665344
2215,0,196665344
2216,0,196665344
2217,0,196665344
2218,0,196665344
2219,4.6,196669440
2220,0,197496832
2221,0,197672960
2222,0,197750784
2223,1.5,197763072
2224,0,198430720
2225,0,198545408
2226,0,198615040
2227,0,198615040
2228,0,198615040
2229,0,198623232
2230,0,198635520
2231,1.6,198799360
2232,0,198799360
2233,0,198799360
2234,0,198799360
2235,3.1,198803456
2236,0,198807552
2237,0,199274496
2238,0,199274496
2239,3.1,199274496
2240,0,199278592
2241,0,199278592
2242,4.7,199868416
2243,0,199868416
2244,0,199872512
2245,0,199880704
2246,1.5,199888896
2247,0,199897088
2248,0,200429568
2249,0,200429568
2250,6.3,200429568
2251,0,200437760
2252,0,200437760
2253,0,200876032
2254,3.1,200880128
2255,0,200880128
2256,0,200884224
2257,0,200892416
2258,1.5,200892416
2259,0,201506816
2260,0,201506816
2261,0,201506816
2262,0,201506816
2263,0,198524928
2264,0,197644288
2265,3.2,198004736
2266,0,198438912
2267,0,198803456
2268,0,199172096
2269,17.2,195694592
2270,0,196075520
2271,0,196452352
2272,4.7,196829184
2273,0,197197824
2274,0,197566464
2275,0,197742592
2276,6.2,197750784
2277,0,197763072
2278,0,197763072
2279,0,197779456
2280,0,196030464
2281,0,196403200
2282,0,196771840
2283,0,197152768
2284,4.7,197513216
2285,0,197881856
2286,0,198393856
2287,0,198397952
2288,0,198418432
2289,0,198438912
2290,0,198459392
2291,0,199032832
2292,1.5,199041024
2293,0,199057408
2294,0,199069696
2295,3.1,199090176
2296,0,199102464
2297,0,199483392
2298,0,199745536
2299,4.7,199753728
2300,0,199757824
2301,0,200114176
2302,3.1,200654848
2303,0,200654848
2304,0,200658944
2305,0,200663040
2306,3.1,200663040
2307,0,200663040
2308,0,201240576
2309,0,201240576
2310,0,201248768
2311,0,201302016
2312,0,202248192
2313,0,202596352
2314,4.8,202620928
2315,0,203005952
2316,0,203010048
2317,0,203010048
2318,3.2,203010048
2319,0,203542528
2320,0,203542528
2321,6.2,203554816
2322,0,203554816
2323,0,203554816
2324,0,204111872
2325,10.9,204173312
2326,0,204193792
2327,0,204197888
2328,0,204206080
2329,4.7,204394496
2330,0,204570624
2331,0,204570624
2332,0,204570624
2333,0,204574720
2334,0,204574720
2335,0,204582912
2336,0,200253440
2337,3.1,200622080
2338,0,201003008
2339,0,201383936
2340,6.2,201764864
2341,0,202178560
2342,0,202776576
2343,3.1,203759616
2344,0,203763712
2345,0,203771904
2346,0,203776000
2347,1.6,200843264
2348,0,201220096
2349,0,201592832
2350,0,201994240
2351,4.6,202473472
2352,0,202858496
2353,0,203468800
2354,4.6,203485184
2355,0,203501568
2356,0,203587584
2357,0,203788288
2358,3.1,204578816
2359,0,204578816
2360,0,204607488
2361,3.2,204615680
2362,0,204640256
2363,6.3,205467648
2364,0,205484032
2365,0,205504512
2366,0,205533184
2367,4.7,206917632
2368,0,206639104
2369,0,206639104
2370,0,206647296
2371,1.6,206647296
2372,0,207028224
2373,0,203427840
2374,0,203792384
2375,0,204177408
2376,0,204546048
2377,0,204926976
2378,6.3,205307904
2379,0,205344768
2380,0,205352960
2381,0,205352960
2382,4.7,205361152
2383,0,205381632
2384,0,205983744
2385,1.6,205983744
2386,0,205987840
2387,0,206004224
2388,0,206196736
2389,3.1,204447744
2390,0,204824576
2391,0,205209600
2392,0,205647872
2393,6.3,206032896
2394,0,204320768
2395,0,204701696
2396,4.7,205094912
2397,0,205496320
2398,0,205901824
2399,3.1,206659584
2400,0,206663680
2401,0,206663680
2402,1.5,206696448
2403,0,206712832
2404,0,206921728
2405,3.2,207577088
2406,0,207581184
2407,0,207581184
2408,1.6,207601664
2409,0,208994304
2410,1.6,209416192
2411,0,209600512
2412,0,209612800
2413,3.1,209620992
2414,0,209625088
2415,0,210432000
2416,0,210432000
2417,1.6,210432000
2418,0,210432000
2419,0,210440192
2420,0,211095552
2421,4.7,211095552
2422,0,211095552
2423,0,211095552
2424,0,211095552
2425,7.8,211111936
2426,0,207863808
2427,0,208257024
2428,3.2,208650240
2429,0,209035264
2430,0,209674240
2431,0,209678336
2432,3.1,210046976
2433,0,210407424
2434,0,210604032
2435,0,207589376
2436,3.1,207974400
2437,0,208367616
2438,0,208752640
2439,0,209141760
2440,6.3,209354752
2441,0,209936384
2442,0,209940480
2443,1.6,209944576
2444,0,209948672
2445,0,209956864
2446,0,210268160
2447,3.2,210276352
2448,0,210296832
2449,0,210325504
2450,0,210350080
2451,1.6,210956288
2452,0,211152896
2453,0,211161088
2454,3.1,211185664
2455,0,211206144
2456,0,211226624
2457,0,211791872
2458,3.2,212783104
2459,0,212791296
2460,0,212803584
2461,0,212803584
2462,3.1,213426176
2463,0,213426176
2464,0,213618688
2465,0,213618688
2466,4.7,213618688
2467,0,214413312
2468,0,214413312
2469,1.6,214413312
2470,0,214802432
2471,0,214814720
2472,0,215457792
2473,3.1,215465984
2474,0,215486464
2475,0,215506944
2476,0,215519232
2477,4.6,211918848
2478,0,212312064
2479,0,212709376
2480,0,212914176
2481,0,213315584
2482,0,210284544
2483,0,210702336
2484,4.8,211091456
2485,0,211492864
2486,0,211881984
2487,0,212275200
2488,1.6,212279296
2489,0,212283392
2490,0,212287488
2491,1.6,212287488
2492,0,212295680
2493,0,213012480
2494,0,213012480
2495,3.2,213045248
2496,0,213057536
2497,0,213069824
2498,0,213860352
2499,3.1,214286336
2500,0,214290432
2501,0,214302720
2502,0,214319104
2503,3.1,215461888
2504,0,215461888
2505,0,215465984
2506,3.1,215482368
2507,0,215523328
2508,0,216051712
2509,0,216051712
2510,4.7,216051712
2511,0,216051712
2512,0,216055808
2513,0,216629248
2514,1.6,216629248
2515,0,216629248
2516,0,216637440
2517,0,216641536
2518,0,217120768
2519,0,217776128
2520,0,217784320
2521,0,217784320
2522,1.6,218013696
2523,0,212238336
2524,0,212643840
2525,1.6,213032960
2526,0,213409792
2527,0,213794816
2528,0,214200320
2529,3.1,214446080
2530,0,214454272
2531,0,214478848
2532,0,214491136
2533,4.7,214491136
2534,0,215195648
2535,0,215195648
2536,0,215203840
2537,4.7,215203840
2538,0,215203840
2539,0,215552000
2540,6.3,215552000
2541,0,215560192
2542,0,215560192
2543,0,215560192
2544,4.7,213753856
2545,0,214163456
2546,0,214573056
2547,0,214982656
2548,0,215379968
2549,0,215400448
2550,0,215941120
2551,0,215961600
2552,3.2,215977984
2553,0,216006656
2554,0,216035328
2555,0,216461312
2556,3.1,216473600
2557,0,216514560
2558,0,216539136
2559,0,216547328
2560,4.7,217194496
2561,0,217395200
2562,0,217407488
2563,1.6,217419776
2564,0,217645056
2565,0,218451968
2566,0,218460160
2567,4.7,218869760
2568,0,218890240
2569,0,218923008
2570,6.3,216293376
2571,0,216715264
2572,0,217133056
2573,15.7,217710592
2574,0,217927680
2575,0,217939968
2576,3.1,218161152
2577,0,218193920
2578,0,218402816
2579,4.6,218411008
2580,0,218411008
2581,0,218423296
2582,3.1,218443776
2583,0,218832896
2584,0,219025408
2585,1.5,219025408
2586,0,219029504
2587,0,219037696
2588,0,220467200
2589,6.3,220471296
2590,0,220475392
2591,0,220479488
2592,4.6,220479488
2593,0,220758016
2594,0,221290496
2595,0,221388800
2596,4.6,221401088
2597,0,221413376
2598,0,221417472
2599,0,221925376
2600,3.2,221925376
2601,0,221929472
2602,0,221941760
2603,4.7,221958144
2604,0,222949376
2605,0,222949376
2606,0,222953472
2607,1.5,222957568
2608,0,222965760
2609,0,223535104
2610,0,223645696
2611,0,223649792
2612,0,223649792
2613,0,223653888
2614,7.9,224079872
2615,0,224083968
2616,0,224083968
2617,0,224088064
2618,0,224133120
2619,0,224702464
2620,0,224706560
2621,0,224866304
2622,1.5,224866304
2623,0,224870400
2624,0,225378304
2625,3.1,225378304
2626,0,225378304
2627,0,218677248
2628,6.2,219086848
2629,0,219504640
2630,0,219934720
2631,0,220352512
2632,4.7,220770304
2633,0,222117888
2634,0,222117888
2635,1.6,222121984
2636,0,222322688
2637,0,222334976
2638,0,220082176
2639,6.3,220499968
2640,0,220942336
2641,0,221163520
2642,4.6,221589504
2643,0,222068736
2644,0,222068736
2645,0,222097408
2646,3.1,222105600
2647,0,222126080
2648,0,222769152
2649,0,222781440
2650,0,222781440
2651,0,222801920
2652,0,224522240
2653,3.1,224968704
2654,0,225030144
2655,0,225042432
2656,4.7,225054720
2657,0,225054720
2658,0,225501184
2659,0,225505280
2660,3.1,225505280
2661,0,225505280
2662,0,225505280
2663,4.7,226201600
2664,0,226201600
2665,0,226209792
2666,0,226209792
2667,3.2,226209792
2668,0,226734080
2669,0,226930688
2670,0,226934784
2671,3.1,226934784
2672,0,226938880
2673,0,227520512
2674,0,227524608
2675,1.6,227524608
2676,0,227528704
2677,0,227528704
2678,0,224616448
2679,6.3,225054720
2680,0,225673216
2681,3.1,225873920
2682,0,225927168
2683,0,226078720
2684,0,226295808
2685,3.1,224079872
2686,0,224505856
2687,0,224935936
2688,0,225361920
2689,4.7,225787904
2690,0,226430976
2691,0,226430976
2692,1.6,226435072
2693,0,226443264
2694,0,226463744
2695,3.1,227201024
2696,0,227258368
2697,0,227278848
2698,0,227500032
2699,6.1,227524608
2700,0,228298752
2701,0,229593088
2702,3.1,229625856
2703,0,229650432
2704,0,229654528
2705,0,230354944
2706,3.2,230600704
2707,0,230600704
2708,0,230600704
2709,0,230600704
2710,4.7,230600704
2711,0,231124992
2712,0,231124992
2713,0,231124992
2714,1.6,231129088
2715,0,231133184
2716,0,231608320
2717,4.7,231608320
2718,0,231608320
2719,0,231608320
2720,0,231608320
2721,3.1,232230912
2722,0,232230912
2723,0,232230912
2724,0,232230912
2725,0,232230912
2726,0,232894464
2727,0,232894464
2728,3.1,232894464
2729,0,228728832
2730,0,229175296
2731,0,229621760
2732,1.5,231145472
2733,0,231624704
2734,0,232255488
2735,0,232284160
2736,4.6,232321024
2737,0,232353792
2738,0,232861696
2739,4.7,233443328
2740,0,233472000
2741,0,233504768
2742,3.1,233533440
2743,0,233562112
2744,0,233910272
2745,0,233910272
2746,6.1,233918464
2747,0,233918464
2748,0,233922560
2749,0,234496000
2750,1.5,234496000
2751,0,234500096
2752,0,234500096
2753,0,234500096
2754,0,234500096
2755,0,235003904
2756,0,235003904
2757,3.1,235003904
2758,0,235008000
2759,0,235220992
2760,0,235769856
2761,1.5,235769856
2762,0,235769856
2763,0,235769856
2764,1.6,235782144
2765,0,236355584
2766,0,236355584
2767,0,236961792
2768,3.2,236990464
2769,0,236990464
2770,0,234278912
2771,0,234717184
2772,0,235175936
2773,0,235622400
2774,0,236064768
2775,4.7,236568576
2776,0,236568576
2777,0,236568576
2778,17.3,229572608
2779,0,229859328
2780,0,230084608
2781,6.3,230096896
2782,0,230113280
2783,0,230359040
2784,1.6,230359040
2785,0,230359040
2786,0,230363136
2787,4.7,230383616
2788,0,230838272
2789,0,230858752
2790,3.2,230866944
2791,0,230883328
2792,6.2,230907904
2793,0,231243776
2794,0,231247872
2795,3.1,231264256
2796,0,231264256
2797,0,231272448
2798,0,231690240
2799,3.1,231690240
2800,0,231698432
2801,0,231714816
2802,3.2,232337408
2803,0,232902656
2804,0,232902656
2805,0,233250816
2806,3.1,233263104
2807,0,229093376
2808,0,229548032
2809,0,229994496
2810,4.7,230440960
2811,0,230871040
2812,0,231321600
2813,3.1,231878656
2814,0,231878656
2815,0,231886848
2816,0,231903232
2817,4.7,231923712
2818,0,232783872
2819,0,232783872
2820,3.1,232792064
2821,0,232792064
2822,0,235065344
2823,0,235548672
2824,3.1,235552768
2825,0,235552768
2826,0,235552768
2827,7.8,236326912
2828,0,236326912
2829,0,236335104
2830,0,236335104
2831,3.2,236335104
2832,0,222064640
2833,0,222535680
2834,3.2,222998528
2835,0,223469568
2836,0,223948800
2837,3.2,224428032
2838,0,224436224
2839,0,224452608
2840,0,224473088
2841,4.6,224448512
2842,3.2,222674944
2843,0,223150080
2844,12.4,223617024
2845,0,224083968
2846,7.8,224731136
2847,6.3,224743424
2848,0,224768000
2849,4.7,224784384
2850,0,224804864
2851,9.4,225345536
2852,0,225357824
2853,4.7,225386496
2854,6.3,225431552
2855,0,225906688
2856,0,225906688
2857,3.2,225927168
2858,3.1,225955840
2859,0,225980416
2860,4.6,226467840
2861,0,226476032
2862,0,226492416
2863,7.9,226725888
2864,0,224702464
2865,3.1,225157120
2866,0,225611776
2867,9.4,226066432
2868,0,226525184
2869,6.2,227303424
2870,0,227311616
2871,7.9,227332096
2872,0,227356672
2873,0,218304512
2874,1.5,218529792
2875,0,218550272
2876,0,218775552
2877,3.1,218787840
2878,0,219238400
2879,0,220049408
2880,7.7,220225536
2881,0,220225536
2882,0,220225536
2883,3.1,220569600
2884,0,220835840
2885,0,220835840
2886,3.1,220835840
2887,0,220835840
2888,1.6,221171712
2889,0,221171712
2890,0,221171712
2891,4.7,221171712
2892,0,221171712
2893,0,218431488
2894,0,218877952
2895,4.7,219320320
2896,0,219766784
2897,0,220622848
2898,1.6,220622848
2899,0,220622848
2900,3.1,220622848
2901,0,220626944
2902,0,221147136
2903,4.7,221147136
2904,0,221147136
2905,0,221147136
2906,4.7,221147136
2907,0,221605888
2908,0,221614080
2909,3.1,221630464
2910,0,221650944
2911,9.4,222228480
2912,0,222228480
2913,0,222228480
2914,3.1,222248960
2915,0,219557888
2916,3.1,220033024
2917,0,220508160
2918,0,220991488
2919,3.1,221462528
2920,0,221691904
2921,0,221691904
2922,6.3,221753344
2923,0,221974528
2924,0,221990912
2925,0,220401664
2926,1.6,220880896
2927,0,221364224
2928,0,221855744
2929,9.4,222855168
2930,0,222875648
2931,0,222900224
2932,1.6,222924800
2933,0,222945280
2934,0,223551488
2935,4.7,223772672
2936,0,223776768
2937,0,223793152
2938,1.6,223821824
2939,0,224133120
2940,0,224137216
2941,4.7,224145408
2942,0,224161792
2943,0,224989184
2944,4.7,224989184
2945,0,225005568
2946,0,225021952
2947,3.1,225054720
2948,0,225624064
2949,0,225624064
2950,4.7,225632256
2951,0,226484224
2952,0,223289344
2953,4.7,223760384
2954,0,224231424
2955,0,224706560
2956,6.3,225177600
2957,0,226099200
2958,0,226119680
2959,1.6,226140160
2960,0,226172928
2961,0,226918400
2962,4.7,226938880
2963,0,226959360
2964,0,226979840
2965,3.1,227491840
2966,0,227721216
2967,0,227733504
2968,6.3,227733504
2969,0,227987456
2970,0,228020224
2971,0,228020224
2972,4.6,229097472
2973,0,229097472
2974,0,229097472
2975,3.2,229683200
2976,0,229683200
2977,0,229683200
2978,4.7,229695488
2979,0,230400000
2980,0,230400000
2981,4.7,230400000
2982,0,230412288
2983,0,230416384
2984,0,230961152
2985,1.6,230961152
2986,0,230969344
2987,0,230969344
2988,3.1,231735296
2989,0,231735296
2990,0,231735296
2991,6.3,231735296
2992,0,232263680
2993,0,232263680
2994,3.1,232288256
2995,0,232304640
2996,0,232329216
2997,6.2,232996864
2998,0,233000960
2999,0,233000960
3000,0,233238528
3001,4.7,234135552
3002,0,234135552
3003,0,234143744
3004,3.1,234156032
3005,0,234704896
3006,0,234708992
3007,0,234708992
3008,4.7,234717184
3009,0,227319808
3010,0,227790848
3011,4.8,228270080
3012,0,228757504
3013,4.6,229285888
3014,0,229437440
3015,0,229441536
3016,0,229449728
3017,4.7,229474304
3018,0,230453248
3019,0,230457344
3020,0,230477824
3021,4.6,230727680
3022,0,231448576
3023,0,231448576
3024,6.2,231448576
3025,0,231464960
3026,0,231481344
3027,0,231985152
3028,1.6,232210432
3029,0,232210432
3030,0,232448000
3031,7.8,233779200
3032,0,233779200
3033,0,233816064
3034,0,233816064
3035,4.7,234618880
3036,0,234622976
3037,0,234622976
3038,6.3,234622976
3039,0,234635264
3040,0,235134976
3041,0,235139072
3042,3.1,235147264
3043,0,235155456
3044,0,235663360
3045,3.1,235663360
3046,0,235663360
3047,0,235663360
3048,0,236146688
3049,4.7,236146688
3050,0,236146688
3051,0,236146688
3052,0,236150784
3053,4.6,236580864
3054,0,236580864
3055,0,236580864
3056,0,236580864
3057,4.7,236765184
3058,0,236765184
3059,0,236765184
3060,4.7,236777472
3061,0,231596032
3062,0,232087552
