# of clients,CPU usage (%),Memory usage (bytes)
3063,3.1,232579072
3064,0,233078784
3065,0,233668608
3066,0,232464384
3067,6.3,232960000
3068,0,233472000
3069,0,233971712
3070,0,234541056
3071,1.6,234549248
3072,0,234569728
3073,0,234614784
3074,4.7,235929600
3075,0,235933696
3076,0,235933696
3077,0,235945984
3078,1.6,235950080
3079,0,236777472
3080,0,236777472
3081,4.7,236785664
3082,0,236785664
3083,0,237342720
3084,0,237342720
3085,3.1,237580288
3086,0,237580288
3087,0,238010368
3088,4.6,238010368
3089,0,238014464
3090,0,238014464
3091,4.7,238030848
3092,0,234835968
3093,0,235343872
3094,0,235835392
3095,3.1,236466176
3096,0,237236224
3097,0,237244416
3098,0,237256704
3099,0,237277184
3100,0,237789184
3101,0,237801472
3102,6.3,237813760
3103,0,237821952
3104,0,237846528
3105,0,238923776
3106,3.1,238927872
3107,0,240320512
3108,0,240369664
3109,4.7,240885760
3110,0,240898048
3111,0,240906240
3112,4.7,240910336
3113,0,237559808
3114,0,237600768
3115,3.1,237867008
3116,0,237961216
3117,0,238219264
3118,0,238280704
3119,6.3,238317568
3120,0,238354432
3121,0,238411776
3122,4.7,238837760
3123,0,238870528
3124,0,238911488
3125,6.3,238948352
3126,0,238997504
3127,0,239468544
3128,3.2,239505408
3129,0,239779840
3130,0,239820800
3131,0,235200512
3132,4.7,235704320
3133,0,236195840
3134,0,236695552
3135,4.7,237621248
3136,0,237621248
3137,0,237641728
3138,4.7,237666304
3139,0,238317568
3140,0,238931968
3141,0,238936064
3142,6.3,238940160
3143,0,238940160
3144,4.7,239796224
3145,0,239800320
3146,0,239800320
3147,3.1,240254976
3148,0,240783360
3149,0,240783360
3150,4.6,240783360
3151,0,240783360
3152,0,240865280
3153,7.8,240889856
3154,0,241135616
3155,0,241152000
3156,6.2,241242112
3157,0,241696768
3158,4.7,241696768
3159,0,241700864
3160,0,241700864
3161,0,242307072
3162,3.2,242307072
3163,0,242311168
3164,0,242315264
3165,0,242814976
3166,3.2,242814976
3167,0,242814976
3168,0,242827264
3169,3.1,242827264
3170,0,239235072
3171,0,239734784
3172,6.3,240250880
3173,0,240750592
3174,0,239071232
3175,4.7,240975872
3176,0,241205248
3177,0,241692672
3178,6.3,242761728
3179,0,242761728
3180,0,242761728
3181,6.2,242761728
3182,0,242761728
3183,0,243302400
3184,6.2,243302400
3185,0,243302400
3186,0,244908032
3187,9.4,245522432
3188,0,245522432
3189,0,245764096
3190,1.5,245772288
3191,0,246411264
3192,4.7,246407168
3193,0,246415360
3194,0,246419456
3195,7.8,241868800
3196,0,242388992
3197,6.3,242900992
3198,0,243417088
3199,7.8,243675136
3200,0,243609600
3201,0,243859456
3202,4.7,243867648
3203,0,243867648
3204,0,243888128
3205,4.7,243892224
3206,0,243908608
3207,0,244023296
3208,4.8,244031488
3209,0,244293632
3210,0,244293632
3211,6.3,244297728
3212,0,244310016
3213,0,244629504
3214,4.6,244629504
3215,0,244633600
3216,1.6,244637696
3217,0,245096448
3218,0,245096448
3219,4.6,245112832
3220,0,245133312
3221,0,245153792
3222,7.9,243744768
3223,0,245796864
3224,0,245940224
3225,1.5,245940224
3226,0,243564544
3227,0,244068352
3228,3.1,244584448
3229,0,245157888
3230,0,246210560
3231,4.7,246231040
3232,0,246251520
3233,0,246272000
3234,1.5,246804480
3235,0,246824960
3236,0,246845440
3237,6.3,246861824
3238,0,246874112
3239,0,247422976
3240,4.6,247435264
3241,0,247443456
3242,21.9,244097024
3243,0,244109312
3244,0,244379648
3245,1.6,244387840
3246,0,244568064
3247,0,244576256
3248,3.2,244588544
3249,0,244596736
3250,0,246644736
3251,3.1,247349248
3252,0,247377920
3253,0,247406592
3254,0,247422976
3255,0,247975936
3256,0,248270848
3257,3.2,248283136
3258,0,248283136
3259,0,248852480
3260,1.6,248856576
3261,0,248864768
3262,0,248864768
3263,3.2,248864768
3264,0,249368576
3265,0,249368576
3266,4.7,249368576
3267,0,249368576
3268,0,250044416
3269,3.1,250044416
3270,0,250044416
3271,0,250044416
3272,4.7,250519552
3273,0,250519552
3274,0,250519552
3275,3.2,250523648
3276,0,250912768
3277,0,250912768
3278,0,250912768
3279,3.2,250912768
3280,0,250912768
3281,0,251498496
3282,4.7,251498496
3283,0,251498496
3284,0,251498496
3285,4.7,246984704
3286,0,247504896
3287,3.2,248025088
3288,0,248549376
3289,0,249888768
3290,4.7,249896960
3291,0,249913344
3292,0,249917440
3293,6.3,249933824
3294,0,249942016
3295,0,249942016
3296,3.1,249958400
3297,0,249982976
3298,0,250601472
3299,3.1,250605568
3300,0,250621952
3301,0,250654720
3302,1.5,250945536
3303,0,250949632
3304,0,250953728
3305,4.7,250974208
3306,0,251432960
3307,0,251432960
3308,4.7,251432960
3309,0,251449344
3310,0,251453440
3311,4.7,252190720
3312,0,252190720
3313,6.3,252207104
3314,0,252227584
3315,0,252772352
3316,6.3,252796928
3317,0,252817408
3318,0,252833792
3319,3.1,253394944
3320,0,253403136
3321,0,253419520
3322,1.6,253431808
3323,0,254009344
3324,0,254009344
3325,4.7,254017536
3326,0,254029824
3327,4.6,254050304
3328,0,254595072
3329,0,254603264
3330,18.8,248115200
3331,0,248647680
3332,6.1,249192448
3333,0,249724928
3334,0,250281984
3335,3.1,250281984
3336,0,250286080
3337,0,250298368
3338,7.9,250310656
3339,0,250925056
3340,0,250933248
3341,1.5,250953728
3342,0,251236352
3343,7.8,250478592
3344,0,250724352
3345,0,251244544
3346,6.2,251699200
3347,0,252731392
3348,0,252731392
3349,4.7,252743680
3350,0,252755968
3351,0,253325312
3352,7.9,253329408
3353,0,253349888
3354,0,253370368
3355,7.8,253640704
3356,0,254042112
3357,0,254042112
3358,3.1,254042112
3359,0,254042112
3360,4.7,254570496
3361,6.3,254570496
3362,0,254570496
3363,0,254570496
3364,7.9,254914560
3365,0,254914560
3366,9.4,254914560
3367,0,254930944
3368,10.9,252489728
3369,0,253034496
3370,6.3,254382080
3371,0,254394368
3372,3.1,252575744
3373,0,253128704
3374,4.7,253681664
3375,0,254226432
3376,7.8,254836736
3377,0,254849024
3378,20.3,253988864
3379,0,254263296
3380,0,254779392
3381,3,254787584
3382,0,255057920
3383,7.8,255057920
3384,0,255057920
3385,4.8,255070208
3386,0,252026880
3387,0,254550016
3388,3.1,254668800
3389,0,254873600
3390,4.6,255377408
3391,0,255860736
3392,4.7,255860736
3393,0,255860736
3394,0,256126976
3395,7.8,256434176
3396,0,256446464
3397,3,256471040
3398,0,256483328
3399,0,257019904
3400,3.1,257040384
3401,0,257048576
3402,4.7,257048576
3403,0,257978368
3404,6.2,257978368
3405,0,258244608
3406,0,258506752
3407,7.9,259035136
3408,0,259264512
3409,0,259272704
3410,3.1,259276800
3411,0,256069632
3412,0,256614400
3413,7.8,257159168
3414,0,257699840
3415,0,258502656
3416,6.3,258523136
3417,0,258547712
3418,0,258818048
3419,4.7,259244032
3420,0,259256320
3421,0,259272704
3422,29.6,253542400
3423,0,253554688
3424,3.2,253829120
3425,0,254869504
3426,0,255037440
3427,6.3,255041536
3428,0,255045632
3429,6.2,255045632
3430,0,252272640
3431,0,252858368
3432,1.6,253407232
3433,0,253956096
3434,0,253120512
3435,4.7,253665280
3436,0,254210048
3437,0,254754816
3438,3.2,255049728
3439,0,255754240
3440,0,255774720
3441,4.7,255791104
3442,0,255807488
3443,0,256122880
3444,4.7,256135168
3445,0,256151552
3446,0,256172032
3447,0,256585728
3448,1.6,256598016
3449,0,257257472
3450,0,257257472
3451,6.3,258043904
3452,0,258043904
3453,0,258043904
3454,1.6,258043904
3455,0,257552384
3456,4.6,257552384
3457,0,257818624
3458,0,258351104
3459,3.1,256438272
3460,0,256995328
3461,0,257552384
3462,6.2,258101248
3463,0,258658304
3464,0,258670592
3465,4.7,258691072
3466,0,259387392
3467,26.5,258670592
3468,0,258699264
3469,0,258723840
3470,4.7,258760704
3471,0,258772992
3472,0,258772992
3473,6.2,258781184
3474,0,258797568
3475,4.7,258998272
3476,0,259260416
3477,0,259272704
3478,4.7,259284992
3479,0,258306048
3480,7.8,258326528
3481,0,258342912
3482,0,258904064
3483,7.9,257626112
3484,0,258187264
3485,4.7,258740224
3486,0,259022848
3487,6.2,259608576
3488,0,259633152
3489,0,259653632
3490,4.7,259940352
3491,0,259461120
3492,0,259477504
3493,4.7,260038656
3494,0,260595712
3495,0,260022272
3496,7.8,260042752
3497,0,260595712
3498,0,261156864
3499,6.2,260624384
3500,0,260644864
3501,0,261206016
3502,6.3,261758976
3503,0,261410816
3504,0,261427200
3505,18.8,259112960
3506,0,259760128
3507,6.2,260395008
3508,0,260964352
3509,0,261533696
3510,6.3,261611520
3511,0,261619712
3512,0,262246400
3513,3.1,262914048
3514,0,260399104
3515,4.7,260968448
3516,0,262643712
3517,0,263118848
3518,3.1,263647232
3519,0,263647232
3520,0,263667712
3521,1.6,263958528
3522,0,264523776
3523,0,264527872
3524,3.1,264527872
3525,0,264527872
3526,7.8,264974336
3527,0,264974336
3528,0,264974336
3529,6.2,264974336
3530,0,265486336
3531,0,265486336
3532,0,265486336
3533,4.7,265506816
3534,0,266321920
3535,0,266321920
3536,6.2,266342400
3537,0,266375168
3538,6.3,263946240
3539,0,264515584
3540,9.3,265080832
3541,0,266567680
3542,0,266223616
3543,1.5,266235904
3544,0,266518528
3545,0,267079680
3546,3,264372224
3547,0,264937472
3548,0,265515008
3549,6.3,267571200
3550,0,266735616
3551,0,266743808
3552,6.3,267296768
3553,0,261656576
3554,0,262217728
3555,4.7,262791168
3556,0,263372800
3557,0,261558272
3558,3.1,262127616
3559,0,262717440
3560,0,263282688
3561,4.7,264151040
3562,0,264155136
3563,0,264155136
3564,3.1,264167424
3565,0,265760768
3566,0,265764864
3567,3.1,265764864
3568,0,265768960
3569,6.2,266596352
3570,0,266657792
3571,0,266674176
3572,3.1,266674176
3573,0,267264000
3574,0,267264000
3575,6.1,267264000
3576,0,267264000
3577,0,267665408
3578,3.2,267665408
3579,0,267665408
3580,0,267665408
3581,6.3,267948032
3582,0,267948032
3583,0,267948032
3584,7.9,267948032
3585,0,264310784
3586,0,264884224
3587,4.7,265453568
3588,0,266031104
3589,0,267034624
3590,4.7,267051008
3591,0,267071488
3592,0,267087872
3593,4.7,267591680
3594,0,267591680
3595,0,267608064
3596,0,267628544
3597,20.3,268546048
3598,0,268828672
3599,4.7,269103104
3600,0,269115392
3601,0,269127680
3602,3.1,269131776
3603,0,269131776
3604,0,269139968
3605,3.2,270450688
3606,0,270467072
3607,0,270475264
3608,4.7,270475264
3609,0,266854400
3610,0,267419648
3611,3.1,267988992
3612,0,268562432
3613,0,269684736
3614,6.2,269688832
3615,0,269709312
3616,0,269742080
3617,6.3,270573568
3618,0,270581760
3619,0,270610432
3620,3.2,270626816
3621,0,271171584
3622,3.1,271187968
3623,0,271204352
3624,0,272539648
3625,6.2,273264640
3626,0,273268736
3627,0,273268736
3628,4.6,273268736
3629,0,273764352
3630,0,273764352
3631,0,273764352
3632,4.6,273825792
3633,0,274313216
3634,7.9,274313216
3635,0,274317312
3636,23.5,267456512
3637,0,268034048
3638,0,268615680
3639,3.1,269201408
3640,0,269791232
3641,0,269799424
3642,3.2,269832192
3643,0,269840384
3644,0,270147584
3645,6.2,270159872
3646,0,270176256
3647,9.4,270209024
3648,0,270462976
3649,3.1,270483456
3650,0,270495744
3651,0,270790656
3652,9.4,271421440
3653,0,271441920
3654,3.1,271458304
3655,0,271753216
3656,0,271237120
3657,1.6,271249408
3658,0,271261696
3659,0,272113664
3660,4.7,272130048
3661,0,272150528
3662,0,272158720
3663,6.2,272502784
3664,0,272502784
3665,0,272510976
3666,6.3,272572416
3667,0,269905920
3668,6.1,270516224
3669,0,271118336
3670,0,271716352
3671,6.2,272556032
3672,0,273264640
3673,0,273268736
3674,3.1,273281024
3675,0,273801216
3676,0,273805312
3677,0,273805312
3678,3.1,273805312
3679,0,274104320
3680,6.2,274104320
3681,0,274104320
3682,0,274116608
3683,25,271605760
3684,0,272183296
3685,0,272769024
3686,3.1,273420288
3687,0,274042880
3688,4.8,274964480
3689,0,274968576
3690,0,274968576
3691,0,274288640
3692,6.3,274288640
3693,0,274288640
3694,7.8,274866176
3695,0,275824640
3696,3.1,275824640
3697,0,275828736
3698,0,276463616
3699,4.7,276463616
3700,0,276463616
3701,0,276467712
3702,9.3,276885504
3703,0,276885504
3704,0,277438464
3705,3.1,277438464
3706,0,273477632
3707,0,274063360
3708,4.7,274640896
3709,0,275234816
3710,0,275783680
3711,4.6,275804160
3712,0,275820544
3713,0,275845120
3714,3.2,274288640
3715,0,274870272
3716,1.6,275456000
3717,0,276049920
3718,0,276582400
3719,7.8,276594688
3720,0,276611072
3721,28.1,272384000
3722,0,272404480
3723,0,272420864
3724,7.7,272728064
3725,0,272752640
3726,0,272760832
3727,4.6,272760832
3728,0,272777216
3729,0,273108992
3730,4.7,273117184
3731,0,273129472
3732,0,273141760
3733,4.7,273776640
3734,0,273780736
3735,0,273784832
3736,0,273801216
3737,3.1,274149376
3738,0,274149376
3739,4.7,274157568
3740,0,271130624
3741,0,271728640
3742,6.2,272306176
3743,0,272896000
3744,0,273879040
3745,9.3,273883136
3746,0,273903616
3747,0,273936384
3748,7.9,274350080
3749,0,274362368
3750,4.7,274391040
3751,0,274403328
3752,0,275050496
3753,4.7,275058688
3754,0,275083264
3755,0,275103744
3756,3.1,274608128
3757,0,274616320
3758,0,274919424
3759,9.5,275230720
3760,0,276201472
3761,0,276930560
3762,3.1,276934656
3763,0,269033472
3764,0,269627392
3765,6.2,270217216
3766,0,270802944
3767,0,271101952
3768,4.7,271106048
3769,0,271114240
3770,0,272461824
3771,3.1,273076224
3772,0,273084416
3773,0,273088512
3774,4.7,273088512
3775,0,273457152
3776,0,273461248
3777,3.1,273473536
3778,0,273485824
3779,0,273911808
3780,4.7,273924096
3781,0,273944576
3782,4.7,273960960
3783,0,274313216
3784,0,274362368
3785,3.1,274362368
3786,0,273731584
3787,0,273731584
3788,4.7,274026496
3789,0,274608128
3790,0,271347712
3791,6.2,271945728
3792,0,272556032
3793,0,273158144
3794,6.2,273891328
3795,0,273907712
3796,0,273920000
3797,4.7,273940480
3798,0,274780160
3799,0,274800640
3800,21.9,272957440
3801,0,272969728
3802,0,272977920
3803,3.1,273580032
3804,0,272990208
3805,3.1,273002496
3806,0,273006592
3807,0,273604608
3808,3.1,274223104
3809,0,274223104
3810,0,274227200
3811,6.2,274243584
3812,0,272916480
3813,0,273518592
3814,4.7,274116608
3815,0,273920000
3816,4.7,273928192
3817,0,275357696
3818,0,275619840
3819,4.7,275890176
3820,0,275890176
3821,4.6,275890176
3822,0,276189184
3823,0,276959232
3824,4.8,276959232
3825,0,276971520
3826,3.1,276979712
3827,0,277524480
3828,0,277532672
3829,3.2,277540864
3830,0,277557248
3831,0,278134784
3832,3.2,278155264
3833,0,278171648
3834,0,277831680
3835,4.6,277843968
3836,0,277856256
3837,0,278188032
3838,4.7,275673088
3839,0,276283392
3840,0,276893696
3841,7.9,277499904
3842,0,278298624
3843,0,278315008
3844,4.7,278335488
3845,0,278355968
3846,23.5,280752128
3847,0,280756224
3848,0,280756224
3849,1.5,281042944
3850,0,281047040
3851,0,281047040
3852,3.2,281047040
3853,0,281047040
3854,0,281649152
3855,4.7,281661440
3856,0,281681920
3857,0,281694208
3858,3.1,282148864
3859,0,282152960
3860,3.2,282460160
3861,0,282103808
3862,0,282103808
3863,7.8,282103808
3864,0,282402816
3865,3.1,283516928
3866,0,283516928
3867,0,283516928
3868,7.8,283516928
3869,0,284012544
3870,0,284012544
3871,7.8,284012544
3872,0,284987392
3873,0,284987392
3874,0,284987392
3875,3.1,284987392
3876,0,285491200
3877,0,285495296
3878,1.6,285495296
3879,0,285495296
3880,0,280551424
3881,3.2,281161728
3882,0,283389952
3883,0,283873280
3884,3.1,284966912
3885,0,284971008
3886,0,284975104
3887,21.9,283406336
3888,7.8,283541504
3889,0,283553792
3890,0,283557888
3891,3.1,283557888
3892,0,283557888
3893,0,283570176
3894,6.2,283582464
3895,0,283852800
3896,0,283856896
3897,3.2,283860992
3898,0,283779072
3899,0,283783168
3900,0,283783168
3901,3.1,283787264
3902,0,280068096
3903,4.7,280694784
3904,0,281313280
3905,0,281935872
3906,0,281853952
3907,7.9,281858048
3908,0,281882624
3909,0,282509312
3910,4.7,283365376
3911,0,283381760
3912,0,283402240
3913,6.3,283414528
3914,0,283815936
3915,6.3,283815936
3916,0,283848704
3917,9.5,283869184
3918,0,283877376
3919,0,283897856
3920,4.7,284516352
3921,0,284471296
3922,0,284483584
3923,3.1,284508160
3924,0,285134848
3925,0,285872128
3926,3,285884416
3927,0,285904896
3928,0,285925376
3929,4.7,285224960
3930,0,285843456
3931,0,286167040
3932,26.6,287002624
3933,0,288059392
3934,0,288067584
3935,4.7,288374784
3936,0,287469568
3937,0,287473664
3938,4.7,287780864
3939,0,288391168
3940,0,288735232
3941,4.6,288739328
3942,0,288739328
3943,0,288088064
3944,4.7,288092160
3945,0,288096256
3946,0,288403456
3947,7.7,289460224
3948,0,289488896
3949,1.6,289497088
3950,0,289513472
3951,0,290078720
3952,4.7,290078720
3953,0,290078720
3954,0,290643968
3955,6.2,290643968
3956,0,290643968
3957,0,290643968
3958,3.1,290402304
3959,0,290402304
3960,0,290406400
3961,6.3,291020800
3962,0,292192256
3963,0,292192256
3964,4.7,292196352
3965,0,292196352
3966,0,291397632
3967,4.7,291397632
3968,0,292012032
3969,0,290668544
3970,1.6,290668544
3971,0,291282944
3972,0,291893248
3973,4.7,291770368
3974,0,291774464
3975,0,291778560
3976,3.1,292397056
3977,26.6,287137792
3978,0,287457280
3979,0,288079872
3980,6.1,288702464
3981,0,289083392
3982,4.7,289099776
3983,0,289124352
3984,0,289144832
3985,4.7,289583104
3986,0,289886208
3987,9.4,289910784
3988,9.3,290209792
3989,0,290234368
3990,7.8,290246656
3991,7.9,290271232
3992,9.3,289021952
3993,3.2,289628160
3994,0,289980416
3995,3.1,289853440
3996,0,289873920
3997,7.8,289894400
3998,0,290525184
3999,6.2,291393536
4000,0,291405824
4001,0,291426304
4002,4.7,290508800
4003,0,291872768
4004,6.3,292257792
4005,6.3,292851712
4006,0,292462592
4007,4.7,293326848
4008,0,293875712
4009,29.7,290263040
4010,0,290885632
4011,6.3,291516416
4012,0,292143104
4013,9.3,291258368
4014,0,291581952
4015,6.2,292229120
4016,0,291921920
4017,9.4,291930112
4018,0,292556800
4019,14.1,293183488
4020,0,290828288
4021,4.7,291147776
4022,0,291790848
4023,7.8,291344384
4024,0,291356672
4025,6.2,291700736
4026,0,292347904
4027,0,292356096
4028,4.7,292360192
4029,0,292691968
4030,7.8,293343232
4031,0,293048320
4032,3.1,293076992
4033,0,293408768
4034,0,294313984
4035,6.3,294322176
4036,0,295170048
4037,6.2,295165952
4038,0,294912000
4039,3.2,294912000
4040,0,295538688
4041,4.7,296169472
4042,0,293236736
4043,7.8,295284736
4044,0,295804928
4045,4.7,293150720
4046,0,293986304
4047,4.8,294645760
4048,4.7,295284736
4049,28.1,294440960
4050,0,294449152
4051,7.8,295092224
4052,11,294481920
4053,0,294490112
4054,3.1,294809600
4055,0,295448576
4056,6.2,296091648
4057,0,296099840
4058,0,296116224
4059,6.2,296128512
4060,0,296140800
4061,7.8,296140800
4062,0,296136704
4063,6.3,296636416
4064,0,296648704
4065,0,296660992
4066,3.1,296665088
4067,0,294383616
4068,7.9,295034880
4069,0,296259584
4070,3.05,293507072
4071,0,294158336
4072,7.8,294805504
4073,0,295452672
4074,3.1,294871040
4075,6.2,295534592
4076,0,296189952
4077,11,295960576
4078,0,295972864
4079,7.7,297619456
4080,0,295219200
4081,7.9,295231488
4082,0,295809024
4083,7.9,295809024
4084,3.1,296116224
4085,0,296116224
4086,7.8,296120320
4087,0,296439808
4088,10.9,296443904
4089,6.2,296460288
4090,0,296476672
4091,4.7,296824832
4092,6.3,296828928
4093,0,296841216
4094,10.9,294064128
4095,4.7,294715392
4096,0,295362560
4097,3.2,295702528
4098,0,295989248
4099,4.7,296005632
4100,9.3,296038400
4101,11,296669184
4102,4.7,296673280
4103,0,296706048
4104,7.8,296710144
4105,4.7,296722432
4106,0,297897984
4107,0,297902080
4108,9.4,297902080
4109,0,297902080
4110,6.2,297902080
4111,0,294674432
4112,0,295329792
4113,4.7,295989248
4114,0,297132032
4115,4.6,297144320
4116,0,297164800
4117,0,297197568
4118,4.7,297582592
4119,0,290828288
4120,4.6,290873344
4121,0,290918400
4122,0,290959360
4123,7.8,291610624
4124,0,291655680
4125,4.7,291696640
4126,0,292044800
4127,7.9,292073472
4128,0,292122624
4129,0,292167680
4130,4.7,292745216
4131,0,292790272
4132,6.2,292831232
4133,0,293191680
4134,0,293228544
4135,3.1,293269504
4136,0,293306368
4137,0,292659200
4138,7.8,293310464
4139,0,293535744
4140,0,290476032
4141,7.7,291127296
4142,0,291782656
4143,6.3,292438016
4144,0,292499456
4145,0,292515840
4146,6.2,292536320
4147,0,293724160
4148,0,293736448
4149,0,293748736
4150,3.2,293769216
4151,0,294293504
4152,6.2,294326272
4153,0,294404096
4154,0,294883328
4155,4.7,294903808
4156,0,294916096
4157,0,294928384
4158,10.8,295059456
4159,0,295071744
4160,0,295075840
4161,9.4,292716544
4162,0,294670336
4163,0,295227392
4164,31.3,291713024
4165,0,291999744
4166,4.7,291999744
4167,0,292003840
4168,4.7,292003840
4169,0,292003840
4170,0,292007936
4171,4.6,292286464
4172,0,292286464
4173,0,292298752
4174,3,292311040
4175,0,289263616
4176,0,289923072
4177,4.7,290762752
4178,0,293548032
4179,6.2,293548032
4180,0,293552128
4181,0,293552128
4182,3.2,293785600
4183,0,293789696
4184,0,293789696
4185,7.7,294371328
4186,0,294371328
4187,3.2,294371328
4188,0,294371328
4189,6.3,294780928
4190,0,294780928
4191,0,294780928
4192,7.8,295321600
4193,0,295321600
4194,7.9,295321600
4195,0,295321600
4196,4.7,295858176
4197,0,295858176
4198,9.3,295903232
4199,0,292794368
4200,6.3,293453824
4201,0,294117376
4202,7.9,296546304
4203,0,296550400
4204,3.2,296562688
4205,0,296570880
4206,25,295751680
4207,0,295759872
4208,0,295776256
4209,0,295780352
4210,6.3,296701952
4211,0,296701952
4212,0,296706048
4213,7.9,297218048
4214,0,297316352
4215,0,297316352
4216,4.8,297320448
4217,0,297865216
4218,0,297865216
4219,4.7,297865216
4220,0,298262528
4221,0,298262528
4222,0,298262528
4223,3.2,298364928
4224,0,299175936
4225,0,299180032
4226,6.3,299180032
4227,0,299720704
4228,0,299720704
4229,4.6,299720704
4230,0,299720704
4231,0,295333888
4232,4.7,296001536
4233,0,296677376
4234,0,297897984
4235,6.3,297897984
4236,0,297918464
4237,0,297938944
4238,7.9,298500096
4239,0,298512384
4240,0,298532864
4241,0,298958848
4242,3.2,298958848
4243,0,299057152
4244,4.7,299065344
4245,0,299675648
4246,0,299696128
4247,28.1,298323968
4248,0,298336256
4249,0,298340352
4250,4.7,298360832
4251,0,298364928
4252,0,297299968
4253,3.1,297926656
4254,0,296071168
4255,0,297684992
4256,3.2,298340352
4257,0,295755776
4258,0,296431616
4259,4.8,297107456
4260,0,297783296
4261,0,298594304
4262,3.2,298598400
4263,0,298606592
4264,0,298786816
4265,4.7,300482560
4266,0,300494848
4267,4.7,300494848
4268,0,300998656
4269,0,300998656
4270,7.9,300998656
4271,0,301490176
4272,0,301494272
4273,7.7,301506560
4274,0,301510656
4275,0,301993984
4276,0,302006272
4277,4.7,302030848
4278,0,298827776
4279,0,299499520
4280,4.7,300175360
4281,0,300515328
4282,0,300339200
4283,4.7,300687360
4284,0,300707840
4285,0,300163072
4286,0,300163072
4287,7.7,300838912
4288,0,301518848
4289,0,300953600
4290,6.3,301285376
4291,0,301961216
4292,0,302764032
4293,3.1,302784512
4294,0,302800896
4295,0,303112192
4296,4.6,303452160
4297,0,303464448
4298,0,303472640
4299,4.7,304746496
4300,0,304758784
4301,1.5,304762880
4302,0,304799744
4303,0,304803840
4304,6.2,304812032
4305,0,304828416
4306,0,305184768
4307,4.7,305188864
4308,0,305188864
4309,0,305438720
4310,0,305438720
4311,6.3,305442816
4312,0,305446912
4313,0,305831936
4314,6.2,305836032
4315,0,305836032
4316,0,306737152
4317,3.2,306737152
4318,0,306737152
4319,0,301858816
4320,4.7,302538752
4321,0,303218688
4322,0,303906816
4323,4.6,304005120
4324,0,304021504
4325,0,304705536
4326,7.8,305201152
4327,0,305201152
4328,0,305221632
4329,4.6,305614848
4330,0,305627136
4331,0,305639424
4332,6.2,305668096
4333,0,305807360
4334,0,305827840
4335,1.6,305840128
4336,0,306343936
4337,0,306413568
4338,7.8,306429952
4339,0,307744768
4340,0,308322304
4341,7.8,308346880
4342,0,308346880
4343,0,304254976
4344,23.5,302358528
4345,0,302399488
4346,0,304087040
4347,4.7,304783360
4348,0,305184768
4349,0,305221632
4350,0,305258496
4351,4.6,306073600
4352,0,306106368
4353,0,306130944
4354,6.2,306159616
4355,0,306503680
4356,0,306536448
4357,3.1,306569216
4358,0,302936064
4359,0,303648768
4360,6.3,304365568
4361,0,304537600
4362,0,304570368
4363,3.1,304586752
4364,0,305270784
4365,0,304799744
4366,0,304799744
4367,6.2,305479680
4368,0,306642944
4369,7.8,306642944
4370,0,306651136
4371,0,306663424
4372,3.1,306667520
4373,0,306671616
4374,0,306671616
4375,0,307642368
4376,4.7,307650560
4377,0,307654656
4378,0,308039680
4379,3.1,308039680
4380,0,308047872
4381,0,308060160
4382,6.2,308539392
4383,0,308547584
4384,0,308572160
4385,6.2,306532352
4386,0,307224576
4387,0,307916800
4388,6.3,309055488
4389,0,310304768
4390,0,310304768
4391,23.4,303706112
4392,0,304381952
4393,0,305078272
4394,4.7,305778688
4395,0,305815552
4396,0,305840128
4397,3.1,305860608
4398,0,306475008
4399,0,306479104
4400,3.1,306585600
4401,0,304222208
4402,0,304918528
4403,4.7,305618944
4404,0,306311168
4405,0,306348032
4406,4.7,306372608
4407,0,306393088
4408,0,307204096
4409,4.7,307228672
4410,0,307245056
4411,0,307712000
4412,7.8,307716096
4413,0,307736576
4414,0,307761152
4415,3.1,307830784
4416,0,307847168
4417,0,307884032
4418,0,308670464
4419,6.2,308699136
4420,0,308736000
4421,0,308883456
4422,6.3,308899840
4423,0,308920320
4424,0,308948992
4425,4.6,309432320
4426,0,308084736
4427,4.7,308760576
4428,0,306368512
4429,0,307064832
4430,3.1,307773440
4431,0,308469760
4432,4.7,309047296
4433,0,310362112
4434,6.2,310362112
4435,0,310886400
4436,0,311197696
4437,6.2,311197696
4438,0,311709696
4439,0,311709696
4440,4.6,311709696
4441,0,307339264
4442,0,308019200
4443,3.2,308719616
4444,0,309415936
4445,0,309420032
4446,3.1,309428224
4447,0,309436416
4448,0,310054912
4449,0,310063104
4450,6.2,310071296
4451,0,310304768
4452,0,310312960
4453,4.7,310321152
4454,0,310566912
4455,0,310566912
4456,3.1,310575104
4457,0,310591488
4458,0,310886400
4459,4.7,310898688
4460,0,310935552
4461,0,309207040
4462,6.3,309915648
4463,0,310624256
4464,4.7,311246848
4465,0,311267328
4466,0,311287808
4467,6.3,311296000
4468,0,311533568
4469,0,311566336
4470,10.9,312668160
4471,0,313847808
4472,0,313847808
4473,3.1,313847808
4474,0,314613760
4475,0,314613760
4476,0,314613760
4477,7.9,315236352
4478,0,315236352
4479,4.7,315236352
4480,0,315236352
4481,0,311681024
4482,6.3,312401920
4483,0,313102336
4484,0,314957824
4485,6.2,315297792
4486,0,315297792
4487,0,315740160
4488,4.7,315740160
4489,0,316420096
4490,0,316846080
4491,29.6,313364480
4492,0,313372672
4493,0,313384960
4494,3.2,313393152
4495,0,313397248
4496,0,313409536
4497,3.1,313417728
4498,0,313769984
4499,4.7,313778176
4500,0,313786368
